"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"23-Apr-2021","EQ","3,105.00","3,119.00","3,091.05","3,118.80","3,110.20","3,109.50","3,105.86","3,354.35","1,719.15",1615309,"5,016,930,338.85",93127
"22-Apr-2021","EQ","3,148.00","3,148.00","3,105.25","3,144.55","3,121.05","3,118.80","3,122.39","3,354.35","1,719.15",1988980,"6,210,380,335.40",172941
"20-Apr-2021","EQ","3,225.00","3,225.35","3,126.35","3,161.80","3,140.00","3,144.55","3,150.28","3,354.35","1,719.15",3141893,"9,897,843,132.45",162928
"19-Apr-2021","EQ","3,169.00","3,189.00","3,135.10","3,195.15","3,159.15","3,161.80","3,164.13","3,354.35","1,719.15",2679106,"8,477,031,167.55",126444
"16-Apr-2021","EQ","3,229.00","3,247.00","3,182.60","3,218.95","3,186.10","3,195.15","3,209.11","3,354.35","1,675.05",3224657,"10,348,287,512.60",123918
"15-Apr-2021","EQ","3,160.30","3,237.25","3,087.45","3,104.05","3,227.00","3,218.95","3,168.14","3,354.35","1,675.05",6062760,"19,207,655,907.60",219212
"13-Apr-2021","EQ","3,214.00","3,214.00","3,073.05","3,246.55","3,120.00","3,104.05","3,116.13","3,354.35","1,675.05",8654596,"26,968,883,551.05",436638
"12-Apr-2021","EQ","3,322.25","3,338.10","3,213.20","3,322.25","3,250.00","3,246.55","3,275.21","3,354.35","1,675.05",3791828,"12,419,018,301.00",202522
"09-Apr-2021","EQ","3,354.00","3,354.35","3,308.00","3,317.35","3,325.00","3,322.25","3,327.38","3,354.35","1,675.05",2911129,"9,686,422,200.65",114832
"08-Apr-2021","EQ","3,270.00","3,335.00","3,266.05","3,271.40","3,315.00","3,317.35","3,314.03","3,339.80","1,675.05",2578118,"8,543,956,094.10",142722
"07-Apr-2021","EQ","3,259.00","3,277.55","3,234.80","3,264.70","3,271.00","3,271.40","3,258.05","3,339.80","1,675.05",2491268,"8,116,666,257.70",122792
"06-Apr-2021","EQ","3,275.00","3,275.00","3,230.00","3,238.90","3,266.50","3,264.70","3,254.36","3,339.80","1,675.05",2291562,"7,457,570,557.40",109190
"05-Apr-2021","EQ","3,171.00","3,263.00","3,151.00","3,165.00","3,241.00","3,238.90","3,206.75","3,339.80","1,675.05",5317862,"17,053,050,939.60",229667
"01-Apr-2021","EQ","3,191.10","3,215.00","3,145.00","3,177.85","3,167.00","3,165.00","3,178.41","3,339.80","1,650.00",4285076,"13,619,743,474.75",154796
"31-Mar-2021","EQ","3,155.00","3,205.00","3,132.00","3,158.55","3,175.30","3,177.85","3,177.88","3,339.80","1,650.00",3530069,"11,218,135,153.05",156653
"30-Mar-2021","EQ","3,083.00","3,188.45","3,060.90","3,066.80","3,172.00","3,158.55","3,139.65","3,339.80","1,650.00",4694261,"14,738,334,444.25",191356
"26-Mar-2021","EQ","3,090.65","3,118.00","3,043.05","3,064.85","3,062.00","3,066.80","3,078.97","3,339.80","1,617.75",3697370,"11,384,084,592.30",201134
"25-Mar-2021","EQ","3,112.20","3,130.85","3,050.00","3,121.10","3,074.50","3,064.85","3,091.11","3,339.80","1,617.75",3179786,"9,829,064,107.90",153808
"24-Mar-2021","EQ","3,111.20","3,152.30","3,111.15","3,142.60","3,123.60","3,121.10","3,130.63","3,339.80","1,617.75",2207104,"6,909,631,859.00",110682
"23-Mar-2021","EQ","3,140.00","3,169.00","3,122.85","3,129.65","3,142.00","3,142.60","3,148.33","3,339.80","1,617.75",3305973,"10,408,299,726.90",167131
"22-Mar-2021","EQ","3,048.70","3,139.45","3,018.65","3,050.20","3,128.00","3,129.65","3,086.03","3,339.80","1,617.75",2821646,"8,707,678,923.10",137406
"19-Mar-2021","EQ","3,030.00","3,099.00","3,005.00","3,036.50","3,054.80","3,050.20","3,049.18","3,339.80","1,546.75",5776626,"17,613,985,029.65",153489
"18-Mar-2021","EQ","3,125.95","3,146.45","2,987.05","3,112.95","3,042.00","3,036.50","3,083.67","3,339.80","1,546.75",3656306,"11,274,828,058.35",164183
"17-Mar-2021","EQ","3,105.00","3,155.00","3,085.30","3,110.05","3,107.40","3,112.95","3,130.14","3,339.80","1,546.75",3838390,"12,014,711,142.05",183445
"16-Mar-2021","EQ","3,060.00","3,141.00","3,060.00","3,066.15","3,106.00","3,110.05","3,114.11","3,339.80","1,546.75",4894756,"15,242,817,601.80",190871
"15-Mar-2021","EQ","3,041.00","3,099.00","3,041.00","3,057.95","3,062.05","3,066.15","3,069.74","3,339.80","1,546.75",3097140,"9,507,410,762.30",138642
"12-Mar-2021","EQ","3,075.00","3,117.00","3,041.35","3,070.95","3,053.10","3,057.95","3,084.20","3,339.80","1,506.05",2938317,"9,062,343,314.40",128801
"10-Mar-2021","EQ","3,075.00","3,093.20","3,060.00","3,050.95","3,070.00","3,070.95","3,077.29","3,339.80","1,506.05",3053778,"9,397,359,901.30",164340
"09-Mar-2021","EQ","3,006.95","3,066.90","2,992.10","3,006.95","3,060.50","3,050.95","3,023.94","3,339.80","1,506.05",1942397,"5,873,698,965.55",133488
"08-Mar-2021","EQ","3,016.00","3,033.00","2,996.00","3,008.05","3,008.70","3,006.95","3,016.64","3,339.80","1,506.05",2003125,"6,042,702,431.75",113743
"05-Mar-2021","EQ","3,016.10","3,063.20","2,996.60","3,049.70","3,025.00","3,008.05","3,033.92","3,339.80","1,506.05",3203686,"9,719,719,834.10",127882
"04-Mar-2021","EQ","3,023.00","3,081.45","3,016.05","3,059.10","3,042.90","3,049.70","3,058.77","3,339.80","1,506.05",3916760,"11,980,483,432.05",174500
"03-Mar-2021","EQ","3,035.00","3,064.00","2,996.90","3,006.35","3,058.00","3,059.10","3,036.11","3,339.80","1,506.05",3509857,"10,656,315,248.05",183148
"02-Mar-2021","EQ","2,960.00","3,025.00","2,948.00","2,924.20","3,019.00","3,006.35","2,981.60","3,339.80","1,506.05",3306469,"9,858,560,232.35",186577
"01-Mar-2021","EQ","2,926.00","2,965.00","2,901.80","2,894.30","2,935.50","2,924.20","2,929.39","3,339.80","1,506.05",3265871,"9,567,012,658.35",170820
"26-Feb-2021","EQ","2,960.00","2,972.35","2,880.00","2,995.30","2,903.85","2,894.30","2,916.68","3,339.80","1,506.05",5553153,"16,196,777,082.55",348532
"25-Feb-2021","EQ","2,974.00","3,029.90","2,968.45","2,948.10","2,985.05","2,995.30","3,000.62","3,339.80","1,506.05",4224073,"12,674,849,320.45",223397
"24-Feb-2021","EQ","2,972.00","3,003.35","2,921.15","2,980.20","2,946.85","2,948.10","2,946.07","3,339.80","1,506.05",3774549,"11,120,081,886.95",132336
"23-Feb-2021","EQ","2,970.00","3,028.00","2,968.00","2,958.45","2,985.10","2,980.20","2,996.35","3,339.80","1,506.05",3832829,"11,484,513,631.45",192941
"22-Feb-2021","EQ","3,096.00","3,096.00","2,943.15","3,071.85","2,955.50","2,958.45","2,999.26","3,339.80","1,506.05",5366696,"16,096,121,002.20",266786
"19-Feb-2021","EQ","3,058.00","3,087.15","3,016.15","3,057.35","3,078.00","3,071.85","3,047.73","3,339.80","1,506.05",3725028,"11,352,887,527.85",130797
"18-Feb-2021","EQ","3,065.00","3,097.90","3,031.00","3,073.10","3,055.00","3,057.35","3,057.94","3,339.80","1,506.05",4189909,"12,812,510,327.00",176370
"17-Feb-2021","EQ","3,105.10","3,132.85","3,045.55","3,108.80","3,073.45","3,073.10","3,076.93","3,339.80","1,506.05",3678426,"11,318,262,125.10",204277
"16-Feb-2021","EQ","3,150.00","3,167.65","3,100.00","3,139.85","3,113.00","3,108.80","3,122.98","3,339.80","1,506.05",3435770,"10,729,849,665.90",171006
"15-Feb-2021","EQ","3,209.00","3,209.00","3,131.55","3,190.80","3,149.00","3,139.85","3,156.80","3,339.80","1,506.05",2630853,"8,305,069,201.35",143467
"12-Feb-2021","EQ","3,184.20","3,245.50","3,182.00","3,206.00","3,188.25","3,190.80","3,214.96","3,339.80","1,506.05",2777404,"8,929,253,698.30",113414
"11-Feb-2021","EQ","3,215.00","3,219.30","3,185.05","3,213.30","3,204.50","3,206.00","3,201.77","3,339.80","1,506.05",1165882,"3,732,884,248.70",53910
"10-Feb-2021","EQ","3,185.00","3,219.40","3,157.30","3,176.90","3,215.50","3,213.30","3,197.06","3,339.80","1,506.05",2127983,"6,803,289,931.00",115813
"09-Feb-2021","EQ","3,195.00","3,245.80","3,164.00","3,214.10","3,176.00","3,176.90","3,212.70","3,339.80","1,506.05",2658751,"8,541,775,943.25",171299
"08-Feb-2021","EQ","3,189.50","3,226.00","3,155.15","3,157.95","3,219.00","3,214.10","3,191.08","3,339.80","1,506.05",2526592,"8,062,547,697.85",155790
"05-Feb-2021","EQ","3,198.95","3,205.85","3,129.00","3,188.45","3,160.50","3,157.95","3,154.91","3,339.80","1,506.05",2366135,"7,464,932,897.55",143150
"04-Feb-2021","EQ","3,216.05","3,237.85","3,176.00","3,200.05","3,185.50","3,188.45","3,198.51","3,339.80","1,506.05",2057261,"6,580,160,004.75",105804
"03-Feb-2021","EQ","3,213.00","3,236.00","3,162.65","3,203.45","3,200.00","3,200.05","3,209.50","3,339.80","1,506.05",2505866,"8,042,581,723.80",116096
"02-Feb-2021","EQ","3,174.00","3,224.00","3,150.00","3,139.35","3,195.00","3,203.45","3,197.36","3,339.80","1,506.05",2881837,"9,214,282,428.10",114024
"01-Feb-2021","EQ","3,100.00","3,165.00","3,044.10","3,111.35","3,150.00","3,139.35","3,098.04","3,339.80","1,506.05",3985846,"12,348,318,212.80",280031
"29-Jan-2021","EQ","3,210.05","3,216.85","3,100.00","3,196.55","3,126.95","3,111.35","3,142.99","3,339.80","1,506.05",5445659,"17,115,646,045.40",185207
"28-Jan-2021","EQ","3,230.00","3,275.00","3,183.80","3,261.05","3,202.95","3,196.55","3,221.23","3,339.80","1,506.05",3083938,"9,934,065,466.35",154535
"27-Jan-2021","EQ","3,300.00","3,306.45","3,227.00","3,291.30","3,263.00","3,261.05","3,265.48","3,339.80","1,506.05",2786662,"9,099,782,354.05",175811
"25-Jan-2021","EQ","3,308.95","3,339.80","3,278.65","3,303.10","3,298.00","3,291.30","3,314.24","3,339.80","1,506.05",2272887,"7,532,889,906.35",122553
"22-Jan-2021","EQ","3,241.90","3,325.00","3,241.90","3,273.85","3,292.20","3,303.10","3,300.02","3,327.95","1,506.05",3052459,"10,073,163,825.50",120993
"21-Jan-2021","EQ","3,305.00","3,309.15","3,262.10","3,308.80","3,274.05","3,273.85","3,281.88","3,327.95","1,506.05",2778546,"9,118,852,661.70",134629
"20-Jan-2021","EQ","3,270.00","3,327.95","3,267.10","3,260.70","3,305.00","3,308.80","3,304.97","3,327.95","1,506.05",3453446,"11,413,530,807.30",169490
"19-Jan-2021","EQ","3,233.00","3,279.00","3,232.00","3,221.75","3,265.60","3,260.70","3,256.44","3,279.00","1,506.05",2975735,"9,690,307,983.35",135064
"18-Jan-2021","EQ","3,250.00","3,256.75","3,187.40","3,233.35","3,215.00","3,221.75","3,230.06","3,274.00","1,506.05",4160906,"13,439,989,256.75",195067
"15-Jan-2021","EQ","3,235.00","3,274.00","3,210.00","3,250.70","3,229.95","3,233.35","3,240.98","3,274.00","1,506.05",4131692,"13,390,734,930.65",193972
"14-Jan-2021","EQ","3,155.00","3,266.50","3,120.40","3,158.95","3,244.35","3,250.70","3,207.17","3,266.50","1,506.05",6931542,"22,230,611,264.15",276953
"13-Jan-2021","EQ","3,175.00","3,177.00","3,126.25","3,174.85","3,158.00","3,158.95","3,147.46","3,230.00","1,506.05",3572801,"11,245,261,941.15",189690
"12-Jan-2021","EQ","3,176.45","3,210.00","3,150.00","3,176.45","3,172.00","3,174.85","3,187.07","3,230.00","1,506.05",3611458,"11,509,972,776.65",142696
"11-Jan-2021","EQ","3,230.00","3,230.00","3,146.55","3,120.90","3,170.45","3,176.45","3,174.16","3,230.00","1,506.05",9508039,"30,180,045,841.35",294091
"08-Jan-2021","EQ","3,090.00","3,128.00","3,060.00","3,032.80","3,122.75","3,120.90","3,100.97","3,128.00","1,506.05",5879039,"18,230,717,038.75",214010
"07-Jan-2021","EQ","3,075.00","3,080.85","3,000.25","3,051.50","3,048.65","3,032.80","3,028.74","3,114.25","1,506.05",3717827,"11,260,321,904.20",167700
"06-Jan-2021","EQ","3,100.00","3,113.50","3,037.20","3,093.00","3,053.00","3,051.50","3,078.56","3,114.25","1,506.05",3726716,"11,472,936,907.35",172084
"05-Jan-2021","EQ","3,039.60","3,114.25","3,039.60","3,039.45","3,090.65","3,093.00","3,084.07","3,114.25","1,506.05",5801309,"17,891,634,394.80",202735
"04-Jan-2021","EQ","2,950.00","3,050.75","2,940.95","2,928.25","3,042.70","3,039.45","2,998.15","3,050.75","1,506.05",5113293,"15,330,405,223.95",207562
"01-Jan-2021","EQ","2,880.00","2,940.00","2,879.00","2,862.75","2,932.00","2,928.25","2,913.52","2,952.00","1,506.05",2681440,"7,812,435,140.30",88216
"31-Dec-2020","EQ","2,900.00","2,905.00","2,845.00","2,909.30","2,864.95","2,862.75","2,874.36","2,952.00","1,506.05",4040956,"11,615,170,401.55",130170
"30-Dec-2020","EQ","2,934.40","2,947.70","2,902.00","2,930.50","2,910.00","2,909.30","2,918.00","2,952.00","1,506.05",2637968,"7,697,596,026.60",87612
"29-Dec-2020","EQ","2,920.00","2,952.00","2,920.00","2,929.40","2,935.00","2,930.50","2,937.59","2,952.00","1,506.05",1994151,"5,857,996,376.70",99597
"28-Dec-2020","EQ","2,910.00","2,949.70","2,902.00","2,909.35","2,932.10","2,929.40","2,929.11","2,949.70","1,506.05",2108994,"6,177,467,465.10",106481
"24-Dec-2020","EQ","2,909.00","2,921.35","2,883.20","2,908.75","2,908.95","2,909.35","2,902.86","2,921.35","1,506.05",1807144,"5,245,886,550.40",76405
"23-Dec-2020","EQ","2,876.05","2,919.00","2,865.45","2,872.50","2,907.15","2,908.75","2,904.67","2,919.00","1,506.05",2790988,"8,106,911,741.25",125341
"22-Dec-2020","EQ","2,834.00","2,883.65","2,818.65","2,820.15","2,870.65","2,872.50","2,848.13","2,898.00","1,506.05",2881737,"8,207,569,106.95",158517
"21-Dec-2020","EQ","2,861.00","2,886.50","2,785.00","2,861.00","2,810.00","2,820.15","2,853.21","2,898.00","1,506.05",2705195,"7,718,476,165.55",141821
"18-Dec-2020","EQ","2,868.00","2,898.00","2,846.20","2,838.20","2,851.95","2,861.00","2,873.74","2,898.00","1,506.05",6076692,"17,462,837,839.65",178840
"17-Dec-2020","EQ","2,811.00","2,853.70","2,805.00","2,814.20","2,848.70","2,838.20","2,823.94","2,885.00","1,506.05",2863460,"8,086,236,716.70",121983
"16-Dec-2020","EQ","2,779.00","2,819.80","2,760.45","2,761.55","2,810.00","2,814.20","2,792.39","2,885.00","1,506.05",2565149,"7,162,892,179.05",109504
"15-Dec-2020","EQ","2,786.00","2,794.70","2,755.00","2,797.70","2,763.95","2,761.55","2,768.65","2,885.00","1,506.05",2365509,"6,549,273,569.60",152067
"14-Dec-2020","EQ","2,802.00","2,804.00","2,756.25","2,783.60","2,796.55","2,797.70","2,787.40","2,885.00","1,506.05",2483658,"6,922,952,988.10",112781
"11-Dec-2020","EQ","2,792.70","2,807.70","2,764.55","2,784.30","2,782.00","2,783.60","2,789.22","2,885.00","1,506.05",1795408,"5,007,781,485.00",90719
"10-Dec-2020","EQ","2,818.00","2,827.30","2,780.25","2,810.80","2,784.80","2,784.30","2,794.17","2,885.00","1,506.05",2127801,"5,945,438,936.55",106653
"09-Dec-2020","EQ","2,815.00","2,840.00","2,793.15","2,797.30","2,812.05","2,810.80","2,817.31","2,885.00","1,506.05",3659996,"10,311,351,385.55",147222
"08-Dec-2020","EQ","2,740.00","2,805.55","2,732.45","2,737.70","2,795.00","2,797.30","2,771.25","2,885.00","1,506.05",4277818,"11,854,914,854.55",273215
"07-Dec-2020","EQ","2,715.00","2,744.00","2,706.15","2,727.55","2,741.00","2,737.70","2,721.02","2,885.00","1,506.05",1996400,"5,432,246,145.90",111040
"04-Dec-2020","EQ","2,710.80","2,738.85","2,699.00","2,709.45","2,723.00","2,727.55","2,722.95","2,885.00","1,506.05",2686527,"7,315,291,484.55",121585
"03-Dec-2020","EQ","2,773.90","2,773.90","2,700.80","2,749.55","2,710.00","2,709.45","2,728.72","2,885.00","1,506.05",2852548,"7,783,810,980.40",121400
"02-Dec-2020","EQ","2,719.00","2,754.70","2,702.45","2,726.80","2,745.50","2,749.55","2,727.49","2,885.00","1,506.05",2509032,"6,843,351,199.50",106756
"01-Dec-2020","EQ","2,679.00","2,735.90","2,624.45","2,679.65","2,729.00","2,726.80","2,695.43","2,885.00","1,506.05",3605017,"9,717,083,002.65",153842
"27-Nov-2020","EQ","2,705.00","2,717.70","2,669.05","2,720.60","2,678.00","2,679.65","2,684.61","2,885.00","1,506.05",6086808,"16,340,691,429.60",168842
"26-Nov-2020","EQ","2,686.00","2,730.95","2,680.00","2,701.30","2,730.00","2,720.60","2,703.16","2,885.00","1,506.05",2341099,"6,328,369,462.20",103635
"25-Nov-2020","EQ","2,729.00","2,732.95","2,688.20","2,722.05","2,700.00","2,701.30","2,707.81","2,885.00","1,506.05",3302249,"8,941,871,533.30",163422
"24-Nov-2020","EQ","2,734.40","2,743.00","2,705.00","2,724.25","2,726.00","2,722.05","2,724.87","2,885.00","1,506.05",3120516,"8,502,992,372.30",148092
"23-Nov-2020","EQ","2,690.00","2,730.00","2,665.00","2,660.25","2,727.25","2,724.25","2,706.23","2,885.00","1,506.05",3706418,"10,030,430,979.80",150378
"20-Nov-2020","EQ","2,655.00","2,676.00","2,627.55","2,636.90","2,657.80","2,660.25","2,657.32","2,885.00","1,506.05",2711471,"7,205,237,904.70",118196
"19-Nov-2020","EQ","2,637.00","2,676.15","2,630.85","2,626.65","2,640.25","2,636.90","2,648.32","2,885.00","1,506.05",4167501,"11,036,855,515.70",178640
"18-Nov-2020","EQ","2,661.00","2,664.20","2,607.05","2,666.05","2,626.00","2,626.65","2,625.58","2,885.00","1,506.05",2893762,"7,597,789,756.35",136273
"17-Nov-2020","EQ","2,695.00","2,695.00","2,650.05","2,670.35","2,661.25","2,666.05","2,670.80","2,885.00","1,506.05",2827273,"7,551,068,267.15",134996
"14-Nov-2020","EQ","2,677.95","2,689.00","2,660.05","2,656.85","2,673.25","2,670.35","2,669.67","2,885.00","1,506.05",298819,"797,748,788.00",20530
"13-Nov-2020","EQ","2,655.75","2,664.90","2,636.00","2,671.05","2,661.20","2,656.85","2,650.87","2,885.00","1,506.05",2548093,"6,754,656,102.70",111018
"12-Nov-2020","EQ","2,686.00","2,713.00","2,661.75","2,687.80","2,674.75","2,671.05","2,679.78","2,885.00","1,506.05",2437505,"6,531,986,739.75",100997
"11-Nov-2020","EQ","2,667.95","2,692.80","2,643.40","2,649.60","2,687.50","2,687.80","2,669.85","2,885.00","1,506.05",3242441,"8,656,831,441.85",168899
"10-Nov-2020","EQ","2,697.20","2,713.15","2,638.35","2,726.60","2,653.95","2,649.60","2,663.45","2,885.00","1,506.05",4760020,"12,678,056,831.10",240272
"09-Nov-2020","EQ","2,731.10","2,744.00","2,695.10","2,707.45","2,726.00","2,726.60","2,720.53","2,885.00","1,506.05",3646592,"9,920,661,493.20",162134
"06-Nov-2020","EQ","2,699.00","2,713.25","2,681.30","2,685.70","2,711.00","2,707.45","2,699.35","2,885.00","1,506.05",3884421,"10,485,427,441.60",132771
"05-Nov-2020","EQ","2,685.00","2,710.00","2,667.00","2,653.15","2,688.00","2,685.70","2,688.19","2,885.00","1,506.05",2816502,"7,571,301,989.25",119199
"04-Nov-2020","EQ","2,610.00","2,721.85","2,610.00","2,633.60","2,656.00","2,653.15","2,683.56","2,885.00","1,506.05",4893928,"13,133,144,835.10",210543
"03-Nov-2020","EQ","2,604.00","2,665.00","2,601.05","2,604.60","2,629.00","2,633.60","2,635.01","2,885.00","1,506.05",2879269,"7,586,913,378.45",117355
"02-Nov-2020","EQ","2,660.00","2,664.85","2,600.05","2,664.85","2,608.00","2,604.60","2,618.15","2,885.00","1,506.05",2571196,"6,731,784,552.10",117447
"30-Oct-2020","EQ","2,636.10","2,674.35","2,621.60","2,632.65","2,663.55","2,664.85","2,654.92","2,885.00","1,506.05",3427003,"9,098,415,228.85",120277
"29-Oct-2020","EQ","2,608.00","2,655.00","2,600.25","2,622.20","2,632.10","2,632.65","2,634.88","2,885.00","1,506.05",3105970,"8,183,860,034.10",121416
"28-Oct-2020","EQ","2,650.00","2,655.95","2,606.00","2,630.15","2,619.50","2,622.20","2,625.65","2,885.00","1,506.05",3569515,"9,372,292,382.95",143177
"27-Oct-2020","EQ","2,699.75","2,718.15","2,624.10","2,688.20","2,634.80","2,630.15","2,654.79","2,885.00","1,506.05",3537594,"9,391,582,219.20",172659
"26-Oct-2020","EQ","2,689.95","2,709.95","2,670.50","2,686.80","2,690.10","2,688.20","2,694.09","2,885.00","1,506.05",2672766,"7,200,673,675.90",101255
"23-Oct-2020","EQ","2,687.80","2,702.00","2,670.10","2,671.15","2,687.00","2,686.80","2,687.39","2,885.00","1,506.05",3499372,"9,404,177,977.30",124614
"22-Oct-2020","EQ","2,661.00","2,686.65","2,638.10","2,675.40","2,672.90","2,671.15","2,664.97","2,885.00","1,506.05",5262311,"14,023,911,495.40",167510
"21-Oct-2020","EQ","2,739.00","2,749.00","2,663.05","2,739.00","2,678.00","2,675.40","2,700.88","2,885.00","1,506.05",4570175,"12,343,484,213.25",207866
"20-Oct-2020","EQ","2,725.00","2,759.90","2,717.95","2,711.55","2,739.00","2,739.00","2,743.85","2,885.00","1,506.05",3406298,"9,346,383,058.65",137012
"19-Oct-2020","EQ","2,774.00","2,774.00","2,706.60","2,763.30","2,714.80","2,711.55","2,723.63","2,885.00","1,506.05",3331194,"9,072,949,037.95",151449
"16-Oct-2020","EQ","2,750.10","2,771.65","2,731.30","2,740.60","2,757.00","2,763.30","2,756.34","2,885.00","1,506.05",5273773,"14,536,328,866.35",111405
"15-Oct-2020","EQ","2,811.00","2,827.75","2,727.00","2,809.60","2,734.00","2,740.60","2,757.66","2,885.00","1,506.05",6629395,"18,281,595,593.85",190209
"14-Oct-2020","EQ","2,842.00","2,842.00","2,787.55","2,826.55","2,810.00","2,809.60","2,808.82","2,885.00","1,506.05",4395979,"12,347,502,777.85",143887
"13-Oct-2020","EQ","2,845.00","2,854.90","2,812.20","2,830.00","2,830.50","2,826.55","2,834.44","2,885.00","1,506.05",4209905,"11,932,743,666.45",156554
"12-Oct-2020","EQ","2,815.50","2,854.00","2,800.75","2,812.95","2,826.15","2,830.00","2,832.22","2,885.00","1,506.05",4623211,"13,093,942,156.10",164934
"09-Oct-2020","EQ","2,810.00","2,829.85","2,780.00","2,825.70","2,811.00","2,812.95","2,804.80","2,885.00","1,506.05",7739375,"21,707,426,130.55",239979
"08-Oct-2020","EQ","2,800.00","2,885.00","2,800.00","2,735.95","2,818.45","2,825.70","2,855.52","2,885.00","1,506.05",19839826,"56,653,099,950.90",542541
"07-Oct-2020","EQ","2,742.00","2,770.00","2,703.00","2,714.30","2,752.80","2,735.95","2,728.88","2,770.00","1,506.05",9656167,"26,350,562,848.35",306556
"06-Oct-2020","EQ","2,736.00","2,736.00","2,650.10","2,705.80","2,718.00","2,714.30","2,688.29","2,736.00","1,506.05",9846376,"26,469,933,698.35",308149
"05-Oct-2020","EQ","2,620.00","2,728.10","2,603.05","2,523.45","2,713.95","2,705.80","2,670.27","2,728.10","1,506.05",17412119,"46,495,113,781.25",495784
"01-Oct-2020","EQ","2,510.00","2,540.00","2,492.30","2,492.30","2,540.00","2,523.45","2,508.29","2,555.00","1,506.05",2610338,"6,547,481,501.45",103469
"30-Sep-2020","EQ","2,489.00","2,505.00","2,460.00","2,488.40","2,483.00","2,492.30","2,485.20","2,555.00","1,506.05",3917186,"9,734,991,232.35",133456
"29-Sep-2020","EQ","2,434.85","2,511.05","2,426.30","2,426.30","2,486.75","2,488.40","2,489.18","2,555.00","1,506.05",6995815,"17,413,846,658.10",235653
"28-Sep-2020","EQ","2,440.00","2,444.00","2,366.00","2,422.30","2,429.00","2,426.30","2,403.73","2,555.00","1,506.05",4347177,"10,449,459,680.45",173323
"25-Sep-2020","EQ","2,368.00","2,440.00","2,352.10","2,332.25","2,417.75","2,422.30","2,412.24","2,555.00","1,506.05",8228297,"19,848,602,662.00",267956
"24-Sep-2020","EQ","2,450.00","2,450.00","2,302.60","2,467.45","2,332.90","2,332.25","2,355.03","2,555.00","1,506.05",8425118,"19,841,432,992.05",304819
"23-Sep-2020","EQ","2,510.00","2,519.85","2,409.00","2,522.95","2,461.05","2,467.45","2,466.68","2,555.00","1,506.05",7503152,"18,507,863,131.70",255912
"22-Sep-2020","EQ","2,485.00","2,555.00","2,458.00","2,465.30","2,527.00","2,522.95","2,513.02","2,555.00","1,506.05",7499927,"18,847,485,589.00",227930
"21-Sep-2020","EQ","2,465.00","2,504.90","2,452.15","2,449.90","2,467.00","2,465.30","2,484.95","2,538.00","1,506.05",4598809,"11,427,829,681.50",182859
"18-Sep-2020","EQ","2,485.00","2,500.40","2,436.40","2,460.95","2,457.50","2,449.90","2,466.95","2,538.00","1,506.05",4183256,"10,319,878,330.85",132358
"17-Sep-2020","EQ","2,480.00","2,495.75","2,450.60","2,503.00","2,466.05","2,460.95","2,473.58","2,538.00","1,506.05",4828231,"11,943,032,180.10",162667
"16-Sep-2020","EQ","2,488.95","2,507.60","2,477.30","2,491.40","2,502.00","2,503.00","2,492.52","2,538.00","1,506.05",3074013,"7,662,047,812.45",126981
"15-Sep-2020","EQ","2,491.40","2,538.00","2,464.60","2,491.40","2,489.00","2,491.40","2,502.80","2,538.00","1,506.05",7318773,"18,317,394,072.10",229851
"14-Sep-2020","EQ","2,384.10","2,505.75","2,381.85","2,374.10","2,485.00","2,491.40","2,447.42","2,505.75","1,506.05",7512284,"18,385,694,525.30",259748
"11-Sep-2020","EQ","2,330.95","2,383.00","2,330.15","2,331.15","2,370.30","2,374.10","2,367.47","2,390.45","1,506.05",4145429,"9,814,176,117.65",161900
"10-Sep-2020","EQ","2,335.00","2,348.50","2,324.30","2,327.65","2,329.10","2,331.15","2,334.85","2,390.45","1,506.05",2308813,"5,390,730,799.20",96578
"09-Sep-2020","EQ","2,325.00","2,359.00","2,320.00","2,348.20","2,322.00","2,327.65","2,336.59","2,390.45","1,506.05",3866542,"9,034,529,930.40",114778
"08-Sep-2020","EQ","2,335.95","2,390.45","2,327.05","2,327.05","2,343.95","2,348.20","2,365.85","2,390.45","1,506.05",7454161,"17,635,425,079.45",233593
"07-Sep-2020","EQ","2,289.00","2,343.50","2,283.35","2,288.80","2,330.00","2,327.05","2,319.63","2,358.00","1,506.05",4620416,"10,717,678,247.75",157714
"04-Sep-2020","EQ","2,275.00","2,324.25","2,262.95","2,299.50","2,297.65","2,288.80","2,295.35","2,358.00","1,506.05",5232180,"12,009,690,379.65",177219
"03-Sep-2020","EQ","2,268.00","2,324.00","2,268.00","2,265.15","2,299.00","2,299.50","2,301.29","2,358.00","1,506.05",4654146,"10,710,523,657.90",170993
"02-Sep-2020","EQ","2,247.00","2,268.75","2,241.65","2,246.35","2,263.75","2,265.15","2,257.34","2,358.00","1,506.05",2084152,"4,704,640,877.00",89121
"01-Sep-2020","EQ","2,269.00","2,278.00","2,241.30","2,257.25","2,250.00","2,246.35","2,258.27","2,358.00","1,506.05",3610908,"8,154,397,946.30",122003
"31-Aug-2020","EQ","2,240.00","2,276.20","2,228.00","2,238.55","2,245.95","2,257.25","2,252.44","2,358.00","1,506.05",6018160,"13,555,530,496.30",182980
