"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"24-Sep-2021","EQ","3,890.00","3,944.40","3,855.00","3,869.25","3,878.75","3,871.30","3,908.95","3,981.75","2,302.60",2320754,"9,071,718,889.85",185756
"23-Sep-2021","EQ","3,870.00","3,879.00","3,835.00","3,862.15","3,872.00","3,869.25","3,859.54","3,981.75","2,302.60",2003869,"7,734,019,886.40",131024
"22-Sep-2021","EQ","3,862.50","3,896.85","3,852.45","3,862.95","3,856.75","3,862.15","3,873.71","3,981.75","2,302.60",1744067,"6,756,003,293.95",93000
"21-Sep-2021","EQ","3,858.00","3,871.55","3,821.65","3,823.50","3,861.95","3,862.95","3,850.74","3,981.75","2,302.60",1568129,"6,038,455,605.45",99059
"20-Sep-2021","EQ","3,809.00","3,871.00","3,807.85","3,827.85","3,820.05","3,823.50","3,837.22","3,981.75","2,302.60",2002008,"7,682,147,330.75",120832
"17-Sep-2021","EQ","3,920.00","3,945.00","3,805.00","3,903.30","3,826.55","3,827.85","3,851.08","3,981.75","2,302.60",6477148,"24,944,046,353.10",155142
"16-Sep-2021","EQ","3,930.00","3,981.75","3,892.10","3,954.55","3,903.05","3,903.30","3,931.95","3,981.75","2,302.60",2946666,"11,586,139,448.20",123851
"15-Sep-2021","EQ","3,882.10","3,980.00","3,866.00","3,885.90","3,950.00","3,954.55","3,929.40","3,980.00","2,302.60",2461369,"9,671,698,399.65",120015
"14-Sep-2021","EQ","3,849.95","3,896.50","3,825.00","3,845.35","3,880.10","3,885.90","3,873.73","3,896.50","2,302.60",1991188,"7,713,316,318.10",104679
"13-Sep-2021","EQ","3,767.00","3,852.40","3,767.00","3,791.40","3,841.50","3,845.35","3,828.30","3,877.60","2,302.60",1691473,"6,475,463,794.90",109836
"09-Sep-2021","EQ","3,789.70","3,808.70","3,765.00","3,774.15","3,793.00","3,791.40","3,787.10","3,877.60","2,283.35",1441148,"5,457,774,387.45",124377
"08-Sep-2021","EQ","3,810.00","3,815.00","3,756.00","3,815.90","3,777.00","3,774.15","3,798.07","3,877.60","2,283.35",4147175,"15,751,252,747.10",122519
"07-Sep-2021","EQ","3,864.00","3,869.95","3,808.25","3,852.00","3,823.85","3,815.90","3,834.63","3,877.60","2,283.35",1585039,"6,078,043,781.70",97123
"06-Sep-2021","EQ","3,849.70","3,877.60","3,814.00","3,842.05","3,847.90","3,852.00","3,842.72","3,877.60","2,283.35",1723693,"6,623,670,538.95",111169
"03-Sep-2021","EQ","3,825.00","3,856.90","3,804.55","3,836.75","3,835.00","3,842.05","3,830.31","3,859.15","2,228.00",1746812,"6,690,825,623.35",110739
"02-Sep-2021","EQ","3,734.00","3,859.15","3,722.00","3,714.95","3,827.90","3,836.75","3,798.12","3,859.15","2,228.00",3403717,"12,927,723,346.45",147951
"01-Sep-2021","EQ","3,796.00","3,816.70","3,707.00","3,786.45","3,715.00","3,714.95","3,742.07","3,816.70","2,228.00",2643336,"9,891,548,398.70",159880
"31-Aug-2021","EQ","3,709.40","3,804.10","3,703.45","3,701.30","3,797.90","3,786.45","3,763.43","3,804.10","2,228.00",3207480,"12,071,111,288.25",118247
"30-Aug-2021","EQ","3,715.00","3,740.35","3,687.60","3,720.15","3,709.00","3,701.30","3,717.61","3,740.35","2,228.00",2033114,"7,558,326,821.90",120886
"27-Aug-2021","EQ","3,666.00","3,729.50","3,651.10","3,671.85","3,715.00","3,720.15","3,704.47","3,729.50","2,216.45",3944728,"14,613,115,000.85",146958
"26-Aug-2021","EQ","3,660.00","3,687.60","3,647.90","3,659.00","3,655.00","3,671.85","3,666.49","3,697.75","2,216.45",1902533,"6,975,627,265.60",111272
"25-Aug-2021","EQ","3,610.00","3,697.75","3,607.05","3,613.20","3,665.00","3,659.00","3,667.15","3,697.75","2,216.45",2123263,"7,786,317,794.00",132939
"24-Aug-2021","EQ","3,657.00","3,667.35","3,594.40","3,637.40","3,615.05","3,613.20","3,626.54","3,673.00","2,216.45",2511141,"9,106,741,534.10",140873
"23-Aug-2021","EQ","3,580.00","3,673.00","3,561.90","3,559.50","3,635.00","3,637.40","3,636.99","3,673.00","2,216.45",3744176,"13,617,518,913.15",182578
"20-Aug-2021","EQ","3,506.00","3,575.00","3,500.00","3,560.55","3,551.60","3,559.50","3,553.61","3,595.00","2,216.45",2836148,"10,078,573,269.05",146932
"18-Aug-2021","EQ","3,573.85","3,595.00","3,536.60","3,553.05","3,559.80","3,560.55","3,564.21","3,595.00","2,216.45",2631309,"9,378,550,368.20",190233
"17-Aug-2021","EQ","3,482.10","3,560.80","3,463.00","3,472.95","3,548.00","3,553.05","3,523.43","3,560.80","2,216.45",4336019,"15,277,648,941.65",189016
"16-Aug-2021","EQ","3,460.00","3,494.35","3,436.50","3,463.40","3,464.75","3,472.95","3,470.40","3,494.35","2,216.45",2083489,"7,230,549,749.25",120736
"13-Aug-2021","EQ","3,360.75","3,480.00","3,357.50","3,351.75","3,456.05","3,463.40","3,438.94","3,480.00","2,216.45",4363584,"15,006,082,710.35",217264
"12-Aug-2021","EQ","3,326.00","3,368.00","3,326.00","3,344.20","3,347.00","3,351.75","3,353.87","3,399.65","2,216.45",1310205,"4,394,255,743.65",84190
"11-Aug-2021","EQ","3,350.00","3,360.00","3,327.10","3,333.90","3,348.00","3,344.20","3,344.63","3,399.65","2,216.45",1929707,"6,454,161,673.50",104272
"10-Aug-2021","EQ","3,315.60","3,349.90","3,315.60","3,322.70","3,330.50","3,333.90","3,334.47","3,399.65","2,216.45",2040777,"6,804,914,788.20",100513
"09-Aug-2021","EQ","3,323.90","3,337.00","3,310.00","3,309.80","3,321.00","3,322.70","3,323.80","3,399.65","2,216.45",1510489,"5,020,566,711.25",96243
"06-Aug-2021","EQ","3,272.55","3,324.00","3,265.00","3,283.95","3,311.00","3,309.80","3,299.35","3,399.65","2,216.45",2292362,"7,563,309,162.25",102596
"05-Aug-2021","EQ","3,275.00","3,315.00","3,262.50","3,273.95","3,282.15","3,283.95","3,291.59","3,399.65","2,216.45",2534521,"8,342,597,223.05",101103
"04-Aug-2021","EQ","3,300.00","3,305.20","3,261.20","3,284.90","3,275.00","3,273.95","3,280.85","3,399.65","2,216.45",2929598,"9,611,565,427.20",97356
"03-Aug-2021","EQ","3,229.00","3,290.00","3,218.95","3,219.40","3,278.50","3,284.90","3,265.75","3,399.65","2,216.45",3804735,"12,425,311,115.35",169947
"02-Aug-2021","EQ","3,180.00","3,224.90","3,167.00","3,167.45","3,220.00","3,219.40","3,199.51","3,399.65","2,216.45",2608669,"8,346,453,822.50",112175
"30-Jul-2021","EQ","3,219.00","3,223.50","3,162.35","3,195.80","3,167.70","3,167.45","3,191.59","3,399.65","2,163.50",2999943,"9,574,588,335.95",140915
"29-Jul-2021","EQ","3,200.25","3,225.45","3,190.30","3,197.80","3,194.00","3,195.80","3,207.56","3,399.65","2,163.50",1731997,"5,555,484,672.65",123060
"28-Jul-2021","EQ","3,188.00","3,204.45","3,132.40","3,182.95","3,199.90","3,197.80","3,169.59","3,399.65","2,163.50",1660654,"5,263,594,035.55",113534
"27-Jul-2021","EQ","3,200.00","3,210.00","3,161.15","3,197.55","3,187.95","3,182.95","3,185.06","3,399.65","2,163.50",1121367,"3,571,616,645.05",79117
"26-Jul-2021","EQ","3,200.00","3,224.25","3,190.85","3,212.85","3,200.35","3,197.55","3,205.52","3,399.65","2,163.50",1259611,"4,037,709,192.05",87600
"23-Jul-2021","EQ","3,230.00","3,241.55","3,206.65","3,216.35","3,210.00","3,212.85","3,225.77","3,399.65","2,125.10",1776193,"5,729,596,471.60",100269
"22-Jul-2021","EQ","3,190.00","3,224.95","3,190.00","3,205.80","3,214.70","3,216.35","3,212.15","3,399.65","2,125.10",2859334,"9,184,601,700.55",121867
"20-Jul-2021","EQ","3,184.60","3,215.00","3,156.15","3,184.60","3,203.85","3,205.80","3,187.48","3,399.65","2,125.10",1811945,"5,775,540,904.05",132943
"19-Jul-2021","EQ","3,180.00","3,199.80","3,176.00","3,194.80","3,184.90","3,184.60","3,185.26","3,399.65","2,125.10",1597058,"5,087,041,968.65",78047
"16-Jul-2021","EQ","3,213.00","3,219.85","3,192.00","3,202.95","3,194.50","3,194.80","3,202.38","3,399.65","2,125.10",1256526,"4,023,879,474.80",90365
"15-Jul-2021","EQ","3,227.60","3,231.85","3,194.00","3,214.55","3,201.90","3,202.95","3,207.01","3,399.65","2,125.10",2232968,"7,161,160,396.00",134474
"14-Jul-2021","EQ","3,187.00","3,222.00","3,185.00","3,187.55","3,214.40","3,214.55","3,207.79","3,399.65","2,125.10",2044279,"6,557,620,557.05",121236
"13-Jul-2021","EQ","3,214.00","3,214.00","3,175.00","3,193.10","3,190.40","3,187.55","3,192.60","3,399.65","2,125.10",1809339,"5,776,498,373.75",119046
"12-Jul-2021","EQ","3,235.00","3,236.00","3,188.35","3,208.15","3,198.40","3,193.10","3,212.90","3,399.65","2,125.10",1892226,"6,079,523,668.95",136133
"09-Jul-2021","EQ","3,250.00","3,282.00","3,201.00","3,258.50","3,211.80","3,208.15","3,232.37","3,399.65","2,125.10",6365067,"20,574,274,921.25",321370
"08-Jul-2021","EQ","3,298.00","3,298.00","3,231.90","3,274.95","3,253.00","3,258.50","3,264.38","3,399.65","2,125.10",2485811,"8,114,642,972.35",159147
"07-Jul-2021","EQ","3,275.00","3,282.70","3,241.60","3,262.30","3,275.85","3,274.95","3,264.79","3,399.65","2,125.10",2640710,"8,621,356,119.05",119862
"06-Jul-2021","EQ","3,313.00","3,328.00","3,256.10","3,321.00","3,273.65","3,262.30","3,285.26","3,399.65","2,125.10",2159420,"7,094,262,857.45",142732
"05-Jul-2021","EQ","3,342.00","3,374.00","3,302.00","3,325.45","3,328.00","3,321.00","3,342.14","3,399.65","2,125.10",1972858,"6,593,560,506.90",113655
"02-Jul-2021","EQ","3,331.00","3,339.70","3,295.20","3,341.50","3,329.00","3,325.45","3,311.83","3,399.65","2,075.05",1682274,"5,571,406,774.65",124870
"01-Jul-2021","EQ","3,358.00","3,362.00","3,332.35","3,345.75","3,338.00","3,341.50","3,343.83","3,399.65","2,075.05",990310,"3,311,427,478.80",63177
"30-Jun-2021","EQ","3,346.00","3,382.00","3,338.50","3,340.85","3,351.00","3,345.75","3,356.80","3,399.65","2,075.05",1693146,"5,683,548,098.95",101344
"29-Jun-2021","EQ","3,342.00","3,366.30","3,326.50","3,336.75","3,335.25","3,340.85","3,344.11","3,399.65","2,075.05",1497322,"5,007,216,160.85",97261
"28-Jun-2021","EQ","3,391.50","3,391.50","3,333.00","3,380.80","3,342.00","3,336.75","3,345.72","3,399.65","2,075.05",1355238,"4,534,249,770.00",80472
"25-Jun-2021","EQ","3,375.25","3,399.65","3,350.00","3,373.60","3,371.00","3,380.80","3,377.11","3,399.65","2,009.25",2722861,"9,195,412,962.85",112139
"24-Jun-2021","EQ","3,284.00","3,383.00","3,278.50","3,261.40","3,370.00","3,373.60","3,344.69","3,383.00","2,009.25",4155204,"13,897,853,675.10",191883
"23-Jun-2021","EQ","3,329.00","3,329.00","3,256.40","3,301.20","3,267.30","3,261.40","3,277.84","3,358.00","2,009.25",1467104,"4,808,928,707.90",97430
"22-Jun-2021","EQ","3,304.00","3,327.05","3,285.00","3,273.10","3,304.00","3,301.20","3,309.41","3,358.00","2,009.25",1708688,"5,654,751,060.65",91864
"21-Jun-2021","EQ","3,265.00","3,286.00","3,251.70","3,297.30","3,273.00","3,273.10","3,270.48","3,358.00","2,009.25",1130569,"3,697,504,601.30",77545
"18-Jun-2021","EQ","3,350.90","3,358.00","3,275.00","3,317.75","3,303.00","3,297.30","3,312.52","3,358.00","2,000.95",3380431,"11,197,761,791.30",141335
"17-Jun-2021","EQ","3,265.50","3,336.05","3,260.00","3,274.35","3,328.00","3,317.75","3,295.52","3,354.35","2,000.95",2273413,"7,492,087,861.65",131862
"16-Jun-2021","EQ","3,262.10","3,294.70","3,253.00","3,262.75","3,270.00","3,274.35","3,273.56","3,354.35","2,000.95",1635552,"5,354,077,782.45",92225
"15-Jun-2021","EQ","3,298.00","3,298.00","3,251.55","3,276.35","3,262.00","3,262.75","3,275.11","3,354.35","2,000.95",1304985,"4,273,970,422.60",96054
"14-Jun-2021","EQ","3,279.00","3,308.70","3,270.35","3,273.80","3,277.15","3,276.35","3,284.58","3,354.35","2,000.95",1847360,"6,067,799,808.60",82241
"11-Jun-2021","EQ","3,211.55","3,309.00","3,211.00","3,216.80","3,279.00","3,273.80","3,269.42","3,354.35","2,000.95",3452954,"11,289,168,561.40",139241
"10-Jun-2021","EQ","3,210.00","3,224.00","3,193.00","3,200.25","3,216.00","3,216.80","3,210.54","3,354.35","2,000.95",1874324,"6,017,589,512.15",100093
"09-Jun-2021","EQ","3,202.00","3,220.00","3,186.20","3,200.15","3,199.70","3,200.25","3,202.19","3,354.35","2,000.95",1710925,"5,478,705,691.35",75025
"08-Jun-2021","EQ","3,198.00","3,231.00","3,187.20","3,183.20","3,199.35","3,200.15","3,212.89","3,354.35","2,000.95",2574057,"8,270,159,545.55",115327
"07-Jun-2021","EQ","3,145.00","3,190.45","3,133.60","3,143.75","3,187.00","3,183.20","3,157.52","3,354.35","2,000.95",2559821,"8,082,689,475.70",102542
"04-Jun-2021","EQ","3,128.00","3,156.85","3,125.00","3,141.25","3,138.50","3,143.75","3,140.46","3,354.35","1,981.10",1836060,"5,766,071,003.15",78503
"03-Jun-2021","EQ","3,154.55","3,154.55","3,122.65","3,129.45","3,144.90","3,141.25","3,136.68","3,354.35","1,981.10",1281706,"4,020,300,713.05",91185
"02-Jun-2021","EQ","3,150.85","3,159.45","3,115.00","3,153.00","3,135.00","3,129.45","3,128.08","3,354.35","1,981.10",2240078,"7,007,134,474.80",132990
"01-Jun-2021","EQ","3,168.60","3,169.95","3,132.00","3,159.15","3,153.90","3,153.00","3,147.93","3,354.35","1,981.10",1377441,"4,336,083,044.90",91948
"31-May-2021","EQ","3,150.00","3,170.35","3,128.60","3,143.60","3,163.40","3,159.15","3,155.52","3,354.35","1,981.10",1652799,"5,215,439,448.10",86026
"28-May-2021","EQ","3,189.50","3,198.00","3,135.65","3,180.00","3,146.35","3,143.60","3,161.25","3,354.35","1,925.00",1763701,"5,575,492,889.05",98509
"27-May-2021","EQ","3,161.95","3,217.75","3,161.80","3,158.50","3,198.00","3,180.00","3,189.10","3,354.35","1,925.00",5959785,"19,006,345,222.15",181046
"26-May-2021","EQ","3,120.00","3,165.00","3,103.80","3,114.00","3,158.00","3,158.50","3,143.41","3,354.35","1,925.00",1923753,"6,047,145,461.35",98431
"25-May-2021","EQ","3,092.00","3,128.25","3,082.10","3,081.50","3,115.00","3,114.00","3,111.62","3,354.35","1,925.00",1841613,"5,730,395,912.55",122270
"24-May-2021","EQ","3,081.50","3,105.00","3,072.00","3,080.50","3,082.45","3,081.50","3,089.42","3,354.35","1,925.00",1652260,"5,104,527,041.80",79516
"21-May-2021","EQ","3,061.00","3,088.20","3,055.10","3,060.00","3,080.50","3,080.50","3,075.95","3,354.35","1,872.10",1685566,"5,184,715,065.35",74555
"20-May-2021","EQ","3,067.10","3,088.80","3,052.10","3,082.00","3,060.65","3,060.00","3,065.96","3,354.35","1,872.10",2329027,"7,140,693,825.45",110631
"19-May-2021","EQ","3,084.00","3,118.00","3,067.10","3,088.80","3,084.90","3,082.00","3,095.03","3,354.35","1,872.10",1986041,"6,146,847,715.90",112427
"18-May-2021","EQ","3,100.00","3,124.00","3,078.00","3,069.75","3,089.00","3,088.80","3,097.13","3,354.35","1,872.10",2098538,"6,499,442,922.95",65396
"17-May-2021","EQ","3,055.00","3,075.20","3,036.00","3,051.50","3,072.75","3,069.75","3,054.41","3,354.35","1,872.10",2890462,"8,828,642,067.75",98199
"14-May-2021","EQ","3,098.50","3,098.50","3,040.00","3,087.60","3,052.00","3,051.50","3,051.89","3,354.35","1,865.20",2043935,"6,237,862,560.75",126572
"12-May-2021","EQ","3,120.00","3,120.00","3,070.60","3,122.60","3,085.50","3,087.60","3,086.76","3,354.35","1,865.20",1978558,"6,107,329,661.55",101860
"11-May-2021","EQ","3,125.00","3,128.10","3,091.15","3,145.50","3,120.00","3,122.60","3,111.04","3,354.35","1,865.20",2415625,"7,515,102,667.10",93623
"10-May-2021","EQ","3,145.95","3,164.20","3,125.00","3,132.90","3,147.00","3,145.50","3,145.94","3,354.35","1,865.20",2137153,"6,723,356,016.90",100229
"07-May-2021","EQ","3,133.00","3,159.85","3,111.80","3,111.45","3,131.00","3,132.90","3,136.92","3,354.35","1,865.20",1912540,"5,999,492,210.40",94194
"06-May-2021","EQ","3,105.50","3,134.00","3,074.00","3,095.70","3,115.90","3,111.45","3,107.27","3,354.35","1,865.20",1791671,"5,567,213,773.10",72680
"05-May-2021","EQ","3,070.00","3,099.40","3,052.40","3,049.75","3,095.75","3,095.70","3,083.22","3,354.35","1,865.20",1939289,"5,979,255,988.85",115524
"04-May-2021","EQ","3,062.80","3,090.00","3,035.00","3,037.00","3,052.90","3,049.75","3,061.20","3,354.35","1,865.20",1990777,"6,094,167,595.30",94786
"03-May-2021","EQ","3,024.90","3,055.00","3,004.00","3,035.65","3,035.85","3,037.00","3,035.65","3,354.35","1,865.20",1545831,"4,692,605,166.20",109575
"30-Apr-2021","EQ","3,099.00","3,132.05","3,020.00","3,115.25","3,040.00","3,035.65","3,063.19","3,354.35","1,825.00",3072305,"9,411,056,605.10",157829
"29-Apr-2021","EQ","3,145.60","3,157.35","3,105.50","3,124.10","3,114.45","3,115.25","3,130.83","3,354.35","1,825.00",1621395,"5,076,305,907.85",98275
"28-Apr-2021","EQ","3,149.95","3,151.00","3,112.00","3,132.00","3,123.00","3,124.10","3,125.72","3,354.35","1,825.00",1639037,"5,123,175,756.75",76017
"27-Apr-2021","EQ","3,106.00","3,136.10","3,103.00","3,100.80","3,132.75","3,132.00","3,122.18","3,354.35","1,825.00",1471417,"4,594,035,861.35",97077
"26-Apr-2021","EQ","3,102.05","3,153.00","3,088.05","3,109.50","3,100.05","3,100.80","3,122.35","3,354.35","1,825.00",2490260,"7,775,464,961.20",87012
